053	BANCO RIPLEY
466100200	-0001636585579,00	
466100201	 0000000000000,00	
466100202	-0001632980025,00	
466100203	 0000000000000,00	
466100209	-0000003605554,00	
466200000	-0000270788421,00	
466200100	 0000000000000,00	
466200101	 0000000000000,00	
466200102	 0000000000000,00	
466200200	-0000270788421,00	
466200201	-0000216492137,00	
466200209	-0000054296284,00	
466300000	-0000747109168,00	
466300110	-0000508629617,00	
466300111	-0000508629617,00	
466300112	 0000000000000,00	
466300220	 0000000000000,00	
466300221	 0000000000000,00	
466300229	 0000000000000,00	
466300330	-0000174530888,00	
466300440	-0000063948663,00	
466300441	-0000063948663,00	
466300449	 0000000000000,00	
466400000	 0000000000000,00	
466500000	 0000000000000,00	
468000000	 0000000000000,00	
468100100	 0000000000000,00	
468100101	 0000000000000,00	
468100102	 0000000000000,00	
468100103	 0000000000000,00	
468100104	 0000000000000,00	
468100105	 0000000000000,00	
468100106	 0000000000000,00	
468100107	 0000000000000,00	
468200000	 0000000000000,00	
468200100	 0000000000000,00	
468200200	 0000000000000,00	
468200201	 0000000000000,00	
468200202	 0000000000000,00	
468200203	 0000000000000,00	
468200204	 0000000000000,00	
468200205	 0000000000000,00	
468200206	 0000000000000,00	
468200207	 0000000000000,00	
468200208	 0000000000000,00	
468200209	 0000000000000,00	
468200300	 0000000000000,00	
468200301	 0000000000000,00	
468200302	 0000000000000,00	
468200303	 0000000000000,00	
468200309	 0000000000000,00	
468300000	 0000000000000,00	
468300100	 0000000000000,00	
468300101	 0000000000000,00	
468300102	 0000000000000,00	
468300200	 0000000000000,00	
468300201	 0000000000000,00	
468300209	 0000000000000,00	
468400000	 0000000000000,00	
468400200	 0000000000000,00	
468400201	 0000000000000,00	
468400202	 0000000000000,00	
468400300	 0000000000000,00	
468400400	 0000000000000,00	
468400401	 0000000000000,00	
468400409	 0000000000000,00	
468400500	 0000000000000,00	
468400501	 0000000000000,00	
468400509	 0000000000000,00	
468500000	 0000000000000,00	
468600000	 0000000000000,00	
468800000	 0000000000000,00	
469000000	-0000877793797,00	
469000100	 0000000000000,00	
469000300	 0000000000000,00	
469000301	 0000000000000,00	
469000302	 0000000000000,00	
469000400	 0000140867038,00	
469000401	 0000000000000,00	
469000402	 0000140867038,00	
469000500	 0000000000000,00	
469000600	 0000000000000,00	
469000700	 0000000000000,00	
469000800	 0000000000000,00	
469000900	 0000000000000,00	
469001000	 0000000000000,00	
469001100	 0000000000000,00	
469001200	 0000000000000,00	
469001300	 0000000000000,00	
469001400	 0000000000000,00	
469001401	 0000000000000,00	
469001402	 0000000000000,00	
469001900	-0001018660835,00	
470000000	-0028938605395,00	
471000000	-0035510875039,00	
471100100	 0000000000000,00	
471100101	 0000000000000,00	
471100102	 0000000000000,00	
471100103	 0000000000000,00	
471200100	-0000000061147,00	
471200101	 0000000000000,00	
471200102	 0000000000000,00	
471200103	 0000000000000,00	
471200104	-0000000061147,00	
471200105	 0000000000000,00	
471200109	 0000000000000,00	
471300100	-0000008823341,00	
471300101	 0000010814979,00	
471300102	-0000019638320,00	
471400100	-0035501990551,00	
471400101	-0028170322714,00	
471400102	-0007331667837,00	
472000000	 0001511430787,00	
472050100	 0001511430787,00	
472050101	 0000000000000,00	
472050102	 0000000000000,00	
472050103	 0001511430787,00	
472100100	 0000000000000,00	
472150100	 0000000000000,00	
472200100	 0000000000000,00	
472200101	 0000000000000,00	
472200102	 0000000000000,00	
472200103	 0000000000000,00	
472250100	 0000000000000,00	
472250101	 0000000000000,00	
472250102	 0000000000000,00	
472250103	 0000000000000,00	
472250104	 0000000000000,00	
472250105	 0000000000000,00	
472250106	 0000000000000,00	
472500100	 0000000000000,00	
472500101	 0000000000000,00	
472500102	 0000000000000,00	
472500103	 0000000000000,00	
474000100	 0005068012868,00	
474000101	 0000000000000,00	
474000102	 0000000098690,00	
474000103	 0000001298523,00	
474000104	 0005066615655,00	
476000000	-0000007174011,00	
476400000	-0000007174011,00	
476400100	-0000007174011,00	
476400101	-0000007174011,00	
476400102	 0000000000000,00	
476400103	 0000000000000,00	
476400105	 0000000000000,00	
476400106	 0000000000000,00	
476400107	 0000000000000,00	
476400109	 0000000000000,00	
476400200	 0000000000000,00	
476400201	 0000000000000,00	
476400202	 0000000000000,00	
476400203	 0000000000000,00	
476400205	 0000000000000,00	
476400206	 0000000000000,00	
476400207	 0000000000000,00	
476400209	 0000000000000,00	
476400300	 0000000000000,00	
476400301	 0000000000000,00	
476400302	 0000000000000,00	
476400303	 0000000000000,00	
476400305	 0000000000000,00	
476400306	 0000000000000,00	
476400307	 0000000000000,00	
476400309	 0000000000000,00	
476800000	 0000000000000,00	
476800100	 0000000000000,00	
476800101	 0000000000000,00	
476800102	 0000000000000,00	
476800103	 0000000000000,00	
476800109	 0000000000000,00	
476800200	 0000000000000,00	
476800201	 0000000000000,00	
476800202	 0000000000000,00	
476800203	 0000000000000,00	
476800209	 0000000000000,00	
476800300	 0000000000000,00	
476800301	 0000000000000,00	
476800302	 0000000000000,00	
476800303	 0000000000000,00	
476800309	 0000000000000,00	
480000000	 0001124004471,00	
481000000	-0000299750431,00	
482000000	 0001423754902,00	
489000000	 0000000000000,00	
520000000	 0043327886181,00	
525000000	-0001956953799,00	
530000000	 0015490737029,00	
540000000	 0000330721678,00	
550000000	 0057477258526,00	
560000000	-0029774876441,00	
570000000	 0027702382085,00	
580000000	-0001236223310,00	
585000000	-0001236223310,00	
586000000	-0000112218839,00	
587000000	 0000000000000,00	
587500000	 0000000000000,00	
587750000	 0000000000000,00	
590000000	-0000112218839,00	
594000000	-0000066779368,00	
598000000	-0000045439471,00	
601000000	-0000000245933,00	
601000100	-0000000336897,00	
601000200	 0000000000000,00	
601000201	 0000000000000,00	
601000202	 0000000000000,00	
601000203	 0000000000000,00	
601000209	 0000000000000,00	
601000300	 0000000000000,00	
601000400	 0000000000000,00	
601000500	 0000000000000,00	
601000900	 0000000000000,00	
601500000	-0000000336897,00	
601750000	 0000000090964,00	
601800000	-0000000245933,00	
602000000	 0000842804260,00	
602000100	 0000703027694,00	
602000200	 0000000000000,00	
602000300	 0000000000000,00	
602000400	 0000191474748,00	
602000500	 0000000000000,00	
602000600	 0000000000000,00	
602000700	 0000000000000,00	
602000900	 0000000000000,00	
602500000	 0000894502442,00	
602750000	-0000051698182,00	
602800000	 0000842804260,00	
603000000	 0000842558327,00	
690000000	 0000730339488,00	
694000000	 0000789636473,00	
698000000	-0000059296985,00	
